歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
I Wish You Love (Live),Jazz Channel,"
				I wish you bluebirds in the spring
To give your heart a song to sing
And then a kiss, but more than this
I wish you love

And in July a lemonade
To cool you in some leafy glade
I wish you health 
And more than wealth
I wish you love

My breaking heart and I agree
That you and I could never be
So with my best
My very best
I set you free
I wish you shelter from the storm
A cozy fire to keep you warm
But most of all when snowflakes fall
I wish you love

My breaking heart and I agree
That you and I could never be
So with my best
My very best
I set you free

I wish you shelter from the storm
A cozy fire to keep you warm
But most of all when snowflakes fall
I wish you love
But most of all when snowflakes fall
I wish you love

OT：QUE RESTE-T-IL DE NOS AMOURS
SA：Beach Alberr Askew
CA：Trenet Charles Louis Augustin Georges
OP：Francis Salabert Ed. S.A.
SP：Universal MS Publ MGB HK Ltd Taiwan Branch
ISRC TW-D95-13-34110
				",林宥嘉,Charles Trenet,Léo Chauliac / Charles Trenet,,200,36
来不及 (Live),Jazz Channel,"
				来不及送你一程　
来不及问你什么算永恒  
甚至来不及哭出声　
来不及陪你一阵    　

来不及送你一程  
来不及为你尽点责任 
你的皮肤都穿松了　
来不及为你抹点粉    la la la la la la

过期杂志上登着　太多早逝青春  
路人的嘴里　全是对别人生命的揣测   

我就是　来不及　说一声        
我就是来不及 送你

来不及送你一程　
来不及为你尽点责任  
你的皮肤都穿松了　
来不及为你抹点粉    la la la la la la

过期杂志上登着　太多早逝青春  
路人的嘴里　全是对别人生命的揣测

我就是　来不及　说一声　我爱你  
我就是来不及送你  
来不及为你唱首情歌　
来不及为你变成好人  

我就是　来不及　说一声　我爱你 


OP：欢乐资源国际股份有限公司 (Admin By EMI MPT)
ISRC TW-D95-13-34111
				",林宥嘉,陈珊妮,陈珊妮,,1042,1024
How Deep Is Your Love (Live),Jazz Channel,"
				I know your eyes in the morning sun
I feel you touch me in the pouring rain
And the moment that you wander far from me
I wanna feel you in my arms again.

And you come to me on a summer breeze
Keep me warm in your love, then you softly leave
And it's me you need to show
How deep is your love love love

How deep is your love
How deep is your love
I really need to learn 
'cause we're living in a world of fools
Breakin us down, when they all should let us be
We belong to you and me.

I believe in you

You know the door to my very soul
You're the light in my deepest, darkest hour
You're my savior when I fall.

And you may not think I care for you
When you know down inside that I really do
And it's me you need to show
How deep is your love

I know your eyes in the morning sun
I feel you touch me in the pouring rain
And the moment that you wander far from me
I wanna feel you in my arms again

And you come to me on a summer breeze
Keep me warm in your love, then you softly leave
And it's me you need to show

How deep is your love love love
love love love
I believe in you love love love
I believe in you love love love
love love love

CA：Gibb, Maurice Ernest / Gibb, Robin Hugh / Barry Gibb
OP：Universal MS Publ MGB HK Ltd Taiwan Branch
OP：Crompton Songs (Warner/Chappell Music Ltd.)
SP：Warner/Chappell Music Taiwan Ltd.
ISRC TW-D95-13-34112
				",林宥嘉,Barry Gibb / Robin Gibb / Maurice Gibb,Barry Gibb / Robin Gibb / Maurice Gibb,,162,43
爱情的背影 (Live)MV,Jazz Channel,"
				怕我的背影 把你吵醒
所以转身 带走 所有秘密
生命是一连串的 身不由己
爱就没有非要完美的权利

贴心拥抱的 那种甜蜜
眼里闪过 动人 的风景
最痛苦的心情是
无能为力
注定分离宁愿不要你送行

爱情的背影是离别 离别的背影 是思念
其实幸福是一种感觉
无关现实 我的心 决定一切

爱情的背影是离别 离别的背影 是思念
永远记得在某个瞬间
我们曾经拥有过 最满足的笑脸

爱情的背影是离别 离别的背影 是思念
其实幸福是一种感觉
无关现实 我的心 决定一切

爱情的背影是离别 离别的背影 是思念
永远记得在某个瞬间
我们曾经拥有过 最满足的笑脸

永远记得在某个瞬间
我们曾经拥有过 最满足的笑脸
永远记得在某个瞬间
我们曾经拥有过 最满足的笑脸


OP：Great Music Publishing Ltd.
OP：ROOF TOP MUSIC STUDIO ( ADMIN. BY EMI MPT)
ISRC TW-D95-13-34113
				",林宥嘉,姚若龙,陈小霞,,1233,1022
我只在乎你 (Live),Jazz Channel,"
				如果没有遇见你 我将会是在哪里
日子过得怎么样 人生是否要珍惜

也许认识某一人 过着平凡的日子
不知道会不会 也有爱情甜如蜜

任时光匆匆流去 我只在乎你
心甘情愿感染你的气息
人生几何能够得到知己
失去生命的力量也不可惜

所以我求求你 别让我离开你
除了你，我不能感到
一丝丝情意

如果有那么一天 你说即将要离去
我会迷失我自己 走入无边人海里

不要什么诺言 只要天天在一起
我不能只依靠 片片回忆活下去

任时光匆匆流去 我只在乎你
心甘情愿感染你的气息
人生几何能够得到知己
失去生命的力量也不可惜

所以我求求你 别让我离开你
除了你，我不能感到
一丝丝情意

任时光匆匆流去 我只在乎你
心甘情愿感染你的气息
人生几何能够得到知己
失去生命的力量也不可惜

所以我求求你 别让我离开你
除了你，我不能感到
一丝丝情意


CA：Araki Toyohisa / Miki Takashi
OP：电视线国际多媒体有限公司
OP：Japan Central Music Ltd. 
SP：Universal Ms Publ. Ltd
ISRC TW-D95-13-34114
				",林宥嘉,慎芝,三木たかし,,1345,185
说谎 (Live),Jazz Channel,"
				是有过几个不错对象 说起来并不寂寞孤单
可能我浪荡 让人家不安 才会结果都阵亡

我没有什么阴影魔障 妳千万不要放在心上
我又不脆弱 何况那算什么伤 
反正爱情不就都这样

我没有说谎 我何必说谎
妳懂我的 我对妳从来就不会假装
我哪有说谎 请别以为妳有多难忘
笑是真的不是我逞强

我好久没来这间餐厅 没想到已经换了装潢
角落那窗口 闻得到玫瑰花香 
被妳一说是有些印象

我没有说谎 我何必说谎
妳知道的 我缺点之一就是很健忘
我哪有说谎 是很感谢今晚的相伴
但我竟然有些不习惯

我没有说谎 我何必说谎
爱一个人 没爱到难道就会怎么样
别说我说谎 人生已经如此的艰难
有些事情就不要拆穿

我没有说谎 是爱情说谎
它带妳来 骗我说 渴望的 有可能 有希望
我没有说谎 祝妳做个幸福的新娘
我的心事请妳就  遗忘


OP：HIM Music Publishing Inc.
ISRC TW-D95-13-34115
				",林宥嘉,施人诚,李双飞,,579,1021
No Surprises (Live),Jazz Channel,"
				A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired and unhappy
Bring down the government
They don't, they don't speak for us

I'll take a quiet life   
A handshake of carbon monoxide
No alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent, silent

This is my final fit, my final bellyache with
No alarms and no surprises
No alarms and no surprises
No alarms and no surprises please

Such a pretty house, and such a pretty garden
No alarms and no surprises 
No alarms and no surprises 
No alarms and no surprises please

CA：Thomas Edward Yorke / Jonathan Richard Guy Greenwood / Philip James Selway / Colin Charles Greenwood / Edward John O’Brien
OP: Warner/Chappell Music Ltd.
SP: Warner/Chappell Music Taiwan Ltd.
TW-D95-13-34116
				",林宥嘉,Radiohead,Radiohead,,180,89
Song 2 (Live)原唱: Blur,Senses Around Live Tour,"
				Blur Song2 

I got my head checked 
By a jumbo jet  
It wasn’t easy 
But nothing is, no  

When I feel heavy metal  
And I'm pins and I'm needles 
Well I lie and I'm easy 
All of the time but I'm never sure when I need you 
Pleased to meet you  

I got my head done 
When I was young  
It’s not my problem 
It’s not my problem  

When I feel heavy metal  
And I'm pins and I'm needles  
Well I lie and I'm easy 
All of the time but I'm never sure when I need you 
Pleased to meet you 

Yeah, yeah 
Yeah, yeah 
Yeah, yeah 
Oh, yeah
				",林宥嘉,,,,310,1019
Ain't No Sunshine (Live)原唱: Buddy Guy / Tracy Chapman,Senses Around Live Tour,"
				ain't no sunshine

ain't no sunshine when she's gone 
it's not warm when she's away 
ain't no sunshine when she's gone 
she's always gone too long 
anytime she goes away 
wonder this time where she's gone 
wonder if she's gone to stay 
ain't no sunshine when she's gone 
and this house just ain't no home 
many time she goes away 
and i know, i know...
hey, i ought to leave the yound thing alone 
but ain't no sunshine when she's gone,
ain't no sunshine when she's gone 
only darkness everyday 
ain't no sunshine when she's gone 
and this house just ain't no home 
anytime she goes away
hey, i ought to leave the yound thing alone 
but ain't no sunshine when she's gone,
ain't no sunshine when she's gone 
and this house just ain't no home 
anytime she goes away 
anytime she goes away 
anytime she goes away 
anytime she goes away 
anytime she goes away
				",林宥嘉,,,,419,1020
突然想起你 (Live)MV原唱: 萧亚轩,Senses Around Live Tour,"
				都是因为那灯泡
突然闪了一下于是想起你
怕你 还没休息

都是因为这场雨
忽然间下的那么大怕来不及
跟你 走在一起

一个人的夜
我的心 应该放在哪里
拥抱过后
我的双手应该放在哪里

我始终学不会控制 我的呼吸
在玻璃窗上 呵出你美丽的名字
寂寞来袭
旧雨衣 到底放在哪里

想念着你
我的念头应该想到哪里
有什么方法 让两个人不分离


都是因为这场雨
忽然间下的那么大怕来不及
跟你 走在一起

一个人的夜
我的心 应该放在哪里
拥抱过后
我的双手应该放在哪里

我始终学不会控制 我的呼吸
在玻璃窗上 呵出你美丽的名字
寂寞来袭
旧雨衣 到底放在哪里

想念着你
我的念头应该想到哪里
有什么方法 让两个人不分离

一个人的夜
我的心 应该放在哪里
拥抱过后
我的双手应该放在哪里

我始终学不会控制 我的呼吸
在玻璃窗上 呵出你美丽的名字
寂寞来袭
旧雨衣 到底放在哪里

想念着你
我的念头应该想到哪里
有什么方法 让两个人不分离
				",林宥嘉,林夕,陈伟,,76777,6460
春光乍泄 (Live)原唱: 黄耀明,Senses Around Live Tour,"
				曲:黄耀明 蔡德才
词:林夕
春光乍泄

你用眼睛欣赏
看得见的漂亮
怎么能想像
触摸到的浪漫

一转眼的温暖
两个人去分享
够不够填满一个夜晚

一刹那的意乱情迷
一辈子都难再寻觅
只怕无限春光来不及
一览无遗

爱情不是一场欢喜
激情却像一阵呼吸
难道等得愈久愈美丽才愈有意义
莫非等到下一个世纪才拥抱一起

灯光如何昏黄
天色怎么灰暗
也不能隐藏
赤裸裸的灿烂
每个天亮也有
不一样的蔚蓝
怎么能期盼
来日方长
				",林宥嘉,黄耀明 蔡德才,,,5266,1094
作伴 (Live),Senses Around Live Tour,"
				风哪吹 吹起你送的批
未来的路 不是那么清楚
过去的誓言 亲像一朵花
纷飞 再那个山岭

走过了 几个秋冬
如今你 参温作伴

拿着三件黑衫 找着心内的红
暝梦是不能拖磨
若是每个拜六 永远找你无人
你的歌声是你的影

我会记得你的身影
因为你的歌声
				",林宥嘉,田广润,田广润,,1179,1030
飘 (Live)MV,Senses Around Live Tour,"
				我看着天上一朵云飘着而风呢
我听着风里一首歌哼着而你呢
在花与花和你拥抱的草原我笑着
在夜与黑和我独处的房间你哭了
你爱上风中的歌用什么交换都值得
只要快乐
晴天里我为你放歌阴天里我沉沉睡了
而你离开了
在花与花和你拥抱的草原我笑着
在夜与黑和我独处的房间你哭了
终于沉默代替我们就像风吹来云飘走了
你爱上风中的歌用什么交换都值得
只要快乐
晴天里我为你放歌阴天里我沉沉睡了
而你离开了
				",林宥嘉,黄建为,黄建为,,244,1022
Carnival (Live)原唱: The Cardigans,Senses Around Live Tour,"
				Carnival came by my town today
bright lights from giantwheel
fall on the alleyways
and I'm here
by my door
waiting for you

I will never know
cause you will never show
come on and love me now
come on and love me now

I will never know
cause you will never show
come on and love me now
come on and love me now

come on and love me now

I hear sounds of lovers
barrel organs, mothers
I would like to take you
down there
just to make you mine
in a merry-go-round

I will never know
cause you will never show
come on and love me now
come on and love me now

I don't care 'bout anything but you
				",林宥嘉,,,,286,1012
我只在乎你 (Live)原唱: 邓丽君,Senses Around Live Tour,"
				如果没有遇见你
我将会是在那里
日子过的怎么样
人生是否要珍惜
也许认识某一人
过着平凡的日子
不知道会不会
也有爱情甜如蜜
任时光匆匆流去
我只在乎你
心甘情愿感染你的气息
人生几何能够得到知己
失去生命的力量也不可惜
所以我求求你
别让我离开你
除了你
我不能感到一丝丝情意

也许有那么一天
你说即将要离去
我会迷失我自己
走入无边人海里
不要什么诺言
只要天天在一起
我不能只依靠
片片回忆活下去
任时光匆匆流去
我只在乎你
心甘情愿感染你的气息
人生几何能够得到知己
失去生命的力量也不可惜
所以我求求你
别让我离开你
除了你
我不能感到一丝丝情意

任时光匆匆流去
我只在乎你
心甘情愿感染你的气息
人生几何能够得到知己
失去生命的力量也不可惜
所以我求求你
别让我离开你
除了你
我不能感到一丝丝情意
				",林宥嘉,,,,7469,1126
老实情歌 (Live)原唱: 庾澄庆,Senses Around Live Tour,"
				林宥嘉-老实情歌

仿佛又走进过去 音乐又响起
那首古老的舞曲 让我们交换真心 
不浪费年轻
听着唱片的杂音 
就像共舞在一场雨里

好像爱上你 ho~wo~wo~ 
I'm in love 虽然有一点不确定
好想爱上你 wo~hu~wo~ 
I'm in love 老实的情歌永远都会流行

又梦见从前的你 音乐也响起
那首古老的舞曲 让我们又在一起
感觉好甜蜜 仿佛时间都暂停 停在你说爱我的夜里

好像爱上你 ho~wo~wo~
I'm in love 虽然有一点不确定
好想爱上你 wo~ha~啊~ 
I'm in love 老实的情歌永远都会流行
    nnnnnn_san求粉啦~~~
仿佛时间都暂停 停在你说爱我的夜里
喔~
好像爱上你 ho~ho~ho~
I'm in love 虽然有一点不确定
好想爱上你 wo~ha~啊~ 
I'm in love 老实的情歌永远都会流行
喔~~好想爱上你 ye~
I'm in love 虽然有一点不确定
好想爱上你 喔~
I'm in love 老实的情歌永远都会流行
				",林宥嘉,,,,527,1021
Everyday (Live)MV原唱: Buddy Holly,Senses Around Live Tour,"
				Every day it's a getting closer
going faster than a roller coaster
Love like yours will
surely come my way
Every day
it's a getting faster
Everyone says go ahead and ask her
Love like yours will
surely come my way
Every day seems a little a longer
Every way loves a little stronger
Come what may
do you ever long for
true love from me
Every day it's a getting closer
going faster than a roller coaster
Love like yours will
surely come my way
Every day seems a little a longer
Every way loves a little stronger
Come what may
do you ever long for
true love from me
Every day it's a getting closer
going faster than a roller coaster
Love like yours will
surely come my way
Love like yours will
surely come my way
				",林宥嘉,,,,510,1027
The Hindu Times (Live)原唱: Oasis,Senses Around Live Tour,"
				作词：Noel Gallagher 作曲：Noel Gallagher
演唱：林宥嘉
I get up when I'm down I can't swim but my soul won't drown
I do believe I've got flare I've got speed and I walk on air

'Cos God gave me his soulin your rock 'n' roll babe
'Cos God gave me his soulin your rock 'n' roll babe
And I get so high I just can't feel it
And I get so high I just can't feel it

In and out my brain Running through my veins
You're my sunshine You're my rain

There's a light That shines on 
Shines on me
And it keeps me warm
It give me peace
I must say
I can't sleep

'Cos the world won't wait 'Cos God gave me a soul
In your rock 'n' roll babe
'Cos God gave me a soul In your rock 'n' roll babe
And I get so high I just can't feel it
And I get so high I just can't feel it

In and out my brain Running through my veins
You're my sunshine You're my rain

And I get so high I just can't feel it
And I get so high I just can't feel it
And I get so high I just can't feel it
And I get so high I just can't feel it

In and out my brain Running through my veins
You're my sunshine You're my rain
				",林宥嘉,Noel Gallagher,Noel Gallagher,,126,70
罗密欧与朱丽叶 (Live)MV原唱: 五月天,Senses Around Live Tour,"
				而没有轰轰烈烈剧情 而没有朱门恩怨背景  
但是在两人眼底心底 翻覆的天地  

而开始总是一场沉迷 而我在你家楼下等你  
於是我糊涂说出一句 我不能没有你  
唱过了一首又一首插曲 枕头之上的漫长旅行  
我已经开始有点忘记 当初的原因  

有一种狂热 让我们生病 一场华丽而快乐的病  
睁开了双眼 看不到东西 yeah... 

其实是莎翁一场诡计 故事的终点不是殉情  
被困在童话之外我和你 要往哪里去  
而爱情本来就是种考验 当耗尽所有激情与好奇  
上天给人们一些小甜蜜 和一卡车难题  

有一个漩涡 让我们躲避 真实世界 有什麼刺激  
闭上了双眼 却看到了你 yeah... 

多希望世界就快要消失 好让我俩享受没有明天  
即使是电光石火幻觉 罗密欧与茱丽叶
				",林宥嘉,,,,284,1028
First Of The Gang To Die (Live)原唱: Morrissey,Senses Around Live Tour,"
				You have never been in love,
Until you've seen the stars,
reflect in the reservoirs
And you have never been in love, 
Until you've seen the dawn rise,
behind the home for the blind

We are the pretty petty thieves,
And you're standing on our street
where Hector was the first of the gang
with a gun in his hand
and the first to do time
the first of the gang to die. Oh my.

Hector was the first of the gang 
with a gun in his hand
and the first to do time
the first of the gang to die. Oh my.

You have never been in love,
Until you've seen the sunlight thrown
over smashed human bones

We are the pretty petty thieves,
And you're standing on our street
where Hector was the first of the gang
with a gun in his hand
and the first to do time
the first of the gang to die. Such a silly boy.
Hector was the first of the gang 
with a gun in his hand
and a bullet in his gullet
and the first lost lad to go under the sod.

And he stole from the rich and the poor
and the not-very-rich and the very poor
and he stole all hearts away
he stole all hearts away
he stole all hearts away
he stole all hearts away
he stole all hearts away
he stole all hearts away
he stole all hearts away
he stole all hearts away
				",林宥嘉,Morrissey/Whyte,Morrissey/Whyte,,241,67
雨和眼泪 (Live)MV原唱: 四分卫,Senses Around Live Tour,"
				窗外挂着一纸蓝蓝的天
当我仿佛正在梦里飞
你留下这深海一样的夜
将淡淡月光一并带走
因为哭泣的脸 是为了你离去做好准备
瞬间 邂逅乌云密布
谁能够召唤这场雨
直到我模糊了焦距
谁能够擦干这滋味
失去了咸咸的思念
天空抑制不了冲动
落下雨和眼泪

门外又拴上了一把锁
等待这故事能稍作停留
如果在起点就已迷失了路
或许脚底下会踩满孤独
终究 要学会冷静
企图要勇敢得面对失去
回首 曾经风尘仆仆
谁能够召唤这场雨
直到我模糊了焦距
谁能够擦干这滋味
失去了咸咸的思念
天空抑制不了冲动
落下雨和眼泪

雨和眼泪 拼命落下
雨和眼泪 拼命落下
				",林宥嘉,,,,943,1024
Darling (Live)原唱: 范晓萱,Senses Around Live Tour,"
				每當你叫我Darling　這字眼給我信心
因為這就表示　我目前是你的唯一
每當你叫我Darling　我就必須相信
你說的花言巧語　和設的溫柔陷阱
Darling I love you 
Dariling I believe you
Darling I hate you 
Darling But I need you

每當你叫我靠近　我就不能抗拒
你下的溫柔命令　因為我害怕失去
每當你一不想聽　我就不能生氣
這一場愛情遊戲　我對你充滿懷疑
Darling 你的魅力
Darling 我不想聽
Darling這問題
Darling I love you 
Dariling I believe you
Darling I hate you 
Darling But I need you
				",林宥嘉,范曉萱,范曉萱,江建民,853,1017
How Deep Is Your Love (Live)原唱: Bee Gees,Senses Around Live Tour,"
				I know your eyes in the morning sun
I feel you touch me in the pouring rain
and the moment that you wander far from me
I wanna feel you in my arms again.

And you come to me on a summer breeze
keep me warm in your love then you softly leave me
and it's me you need to show
how deep is your love

is your love
How deep is your love
I really mean to learn
'Cause we're living in a world of fools
breaking us down they should all just let us be
we belong to you and me
I believe in you


you know the door to my very soul
you're the light in my deepest darkest hour
you're my saviour when I fall

And you may not think that I care for you
when you know down inside that I really do
and it's me you need to show
How deep is your love

is your love
How deep is your love
I really mean to learn
'Cause we're living in a world of fools
breaking us down they should all just let us be
we belong to you and me


And you come to me on a summer breeze
keep me warm in your love then you softly leave me
and it's me you need to show
how deep is your love

is your love
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
breaking us down they should all just let us be
we belong to you and me


how deep is your love
how deep is your love
how deep is your love
how deep is your love
				",林宥嘉,,,,515,1017
眼色 (Live),Senses Around Live Tour,"
				眼色
作曲：李泉 作词：李泉
演唱：林宥嘉


人面狮身的谜语
已经被解开
莎士比亚的对白
不再精彩
伊利莎白泰勒的眼眶
流下埃及艳后古老的眼泪
拜拜 飞快而永远

只有身体在狂欢
心就没负担
耳朵被音乐塞满
抛向云端
没有什麼不能 被改变
就像没有什麼 值得被改变
一整夜 眨眼一瞬间

谁来烧热 我眼睛的黑色
谁能逃得出 我的催眠
我会让你 心甘情愿 把一切都给我
只要 看著我的双眼

谁来烧热 我眼睛的黑色
谁能止得住 我得乾渴
我会让你 跌入 深不见底的快乐
无法 忘记我的双眼

只有身体在狂欢
心就没负担
耳朵被音乐塞满
抛向云端
没有什麼不能 被改变
就像没有什麼 值得被改变
一整夜 眨眼一瞬间

谁来烧热 我眼睛的黑色
谁能逃得出 我的催眠
我会让你 心甘情愿 把一切都给我
只要 看著我的双眼

谁来烧热 我眼睛的黑色
谁能止得住 我得乾渴
我会让你 跌入 深不见底的快乐
无法 忘记我的双眼

无法 忘记我的双眼
				",林宥嘉,李泉,李泉,,474,68
Is Everybody Feeling Okay (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				﻿  Is  everybody  feeling  Okay  
Is  everybody  feeling  Okay  
I  see  is  everybody  feeling  Okay  
Cause  I'm  feeling  away  alright  tonight  
So  are  you  ready  are  you  ready
				",侧田,,,,14,4
B.O.K / Yes & No (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				人可不可以吻烟花
可不可以抱天下
还可以碰到了 就捉得到吗
这一切 怀疑偏偏想去答

You say no no no no
I say yeah yeah yeah yeah yeah
心会乱才会问
灵魂偏偏只会爱
You say no no no no
I say yeah yeah yeah yeah yeah
猜一猜不要答
原来统统只要爱 baby you know
How can I let you know how much I love you
How can I let you know how much I care…

人可不可以更简单
可不可以放得下
还可以向往了 就找得到吗
走一趟 回来想想先再答
人很多感概 你或看山
你或看海 再伴我看未来
如好景不再 仍然愿意去爱
人必须慷概 你别说不
要伴我呼喊
我心里始终在乎你
				",侧田,,,,49,32
吻得太逼真 / 酷爱 (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				无论怎么叫我都觉得虚伪
陪伴你那么久你说是受罪
从前到现在当我是谁
你这花心蝴蝶
昨夜陪你醉
唱到我心碎
你竟说我和你不配
完全忘记往日为何
能与我彻夜缠绵
和你吻吻吻吻吻
吻你吻得太逼真
让我把虚情假意
当作最真心的亲吻
怪自己来不及区分
你对我是酷爱是敷衍
我想吻吻吻吻吻
我该怎么脱身
你却说花花世界不必当真
多么伤人让我爱上多情的红唇
立甚么心肠
我对你极善良
如若你肯想想我这样受伤
你会知爱情毒于砒霜
你怎安心可不改漂亮
怎想象
共你已同享多少很真确晚上
一转头
缠绵后要罚离场
难道爱爱爱爱对你爱情已死心
贪高兴狠心敷衍
一下却逼真的亲吻
我们这结局太不堪
分不出真假的爱恨
无谓爱爱爱爱太过动魄惊心
我估错这个世界得到教训
怎相信人
命中怎么爱着你为人
彷似幻像
你给我的爱是玩具磨烂后变绝情
难为这洗劫永没罪证
道别并无罪也没权问你内情
Wow~
和你吻吻吻吻吻
吻你吻得太逼真
让我把虚情假意
当作最真心的亲吻
怪自己来不及区分
你对我是酷爱是敷衍
我想吻吻吻吻吻
我该怎么脱身
你却说花花世界
不必当真
多么伤人
让我爱上多情的红唇
				",侧田,,,,2110,586
看见什么吃什么 (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				看见什么吃什么 - 林宥嘉 
穿裙子的男生 举哑铃的女生
中间的众生 我都不用太熟直接生吞
劲爆的肉身和贫血的灵魂
贯彻博爱精神 大开食戒无所不能
Hey boys 挑什么 看见什么吃什么
Hey girls 等什么 吃坏好过没吃过
Everybody 忍什么 前面那个好香哦
吃最补的唐憎 吃最毒的烂人
不吃不可能 知道他们会含甚么养分
OH OH OH OH YEAH
饮食要均衡 我爱素也爱吃荤
一网打尽 好歹不分
Hey boys 挑什么 看见什么吃什么
Hey girls 等什么 吃坏好过没吃过
Hey hey boys 挑什么 看见什么爱什么
Hey girls 等什么 饿着反正也饿着
不管人鬼神猪牛羊鸡鸭鹅
大开食戒 不放过 Yeah
Hey boys 挑什么 看见什么吃什么
Hey girls 等什么 吃坏好过没吃过
Everybody 忍什么 前面那个好香哦
Hey boyss 挑什么 看见什么吃什么
Hey girsls 等什么 吃饱就不寂寞
Hey hey boys 挑什么 看见什么爱什么
Hey girls 等什么 偏食的小孩难进天国
Hey boys 挑什么 看见什么吃什么
Hey girls 等什么 你敢吃什么 你就超越什么
Hey Boys Hey Hey Girls
Hey Boys Hey Hey Girls
Hey Boys Hey Hey Girls
看见什么吃什么
				",林宥嘉,,,,31,12
相对论 (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				红尘万里 同行极美 谁不希冀
但那夜随着你一走
我像蝴蝶看庄周
存在共真相 全有两样
当我继续流浪
从前是追梦的少年
原来是孤独的背面
从前是不断的向前
然后跌绊却不间断
从前是珍重于眼前
回头便不愿多见面
才明白事物有几面
随着变动时态一再现
爱是无尽的泡沫 一切由它浸没
可是调入了生活 每天都反复
继续期待中过活 相对寻得快活
似是宁静也舒服 我竟哭哭哭
仍然是不断的渴求
然而落空莫须理由
谁曾唤起内心暖流
然后变冷也得接受
浮沉路中又竟碰头
缘份或许定于最后
谁能对别后这感受
连做网上朋友都太旧
爱是无尽的泡沫 一切由它浸没
可是调入了生活 每天都反复
继续期待中过活 相对寻得快活
似是宁静也舒服 我竟哭哭哭
从前望永远 然后看现在
没再问蝴蝶与庄周
却问时日那可偷
存在共真相 如有两样
只有继续寻访
爱是无尽的泡沫 一切由它浸没
可是融入了生活 每天都反复
继续期待中过活 相对寻得快活
似是宁静也舒服 我竟哭哭哭
哭哭哭 哭 哭 哭
				",张敬轩,,,,18,13
红地毡 (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				红地毡 (Live) - 侧田/张敬轩
Stuck on you最喜爱闲人
谈论我同座的 名什么
妒忌也可 有品味如我
如为相貌评分你获最多
在自拍照抚摸再亲亲一个
随地贴随地摆求什么
沙滩中吸引七八十个
你的手臂纹身也未够多
全人类望到我
我拖着你似将钻石围绕我
沉迷着你么我不需要原因
只需结果
Stuck on you我天天广播
还在笑还在讲赢什么
名模半祼 套房内行过
全部美梦成真却没猛火
毫无兴趣清楚你感受如何
眉目里皮肉底藏什么
倾通宵 交了一份行课
是否只爱站于你右与左
全人类望到我
我拖着你似将钻石围绕我
沉迷着你么若果感觉幸福
谁又会像这么
为何没想过
有天定会看得厌倦瞒不过
在拍拖
若果感觉幸福
谁又会像这么
Crazy for you crazy for you
观众在场 鼓掌庆贺
Crazy for you crazy for you
爱你靠耳朵
Stuck on you 眼睛最在乎
蓝热裤黄泳衣嫌什么
谈情当作表演 会不断做错
要讨好到大家 才自觉愉快么
Stuck on you 既不是喽啰
无道理沉没于红地毡
搞清楚一切选择由我
搏影相有用么顾虑太多
我痴恋你什么明白了别发火
Stuck on you
				",张敬轩,,,,16,7
敢爱敢做 (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				原唱：林子祥
街边焦急的我
餐厅忧郁的你
隔片沙玻璃
两眼带些伤悲
交通灯边的我
紧抱深爱的你
]听呼吸声却已急速到死
]冷雨扑向我
点点纷飞
千度高温波涛由你涌起
个个说我太狂笑我不羁
敢于交出真情哪算可鄙
狂抱拥
不需休息的吻
不需呼吸空气
不需街边观众远离
微雨中身边车辆飞过
街里路人走过
交通灯催促过
剩下独是我跟你
				",张敬轩,潘伟源,Albert Hammond/Diane,,157,34
眼色 (Live),903id Club 拉阔音乐会 张敬轩x侧田x林宥嘉,"
				人面狮身的谜语 已经被解开
莎士比亚的对白 不再精彩
伊利莎白泰勒的眼眶
流下埃及艳后古老的眼泪
拜拜 飞快而永远
只有身体在狂欢 心就没负担
耳朵被音乐塞满 抛向云端
没有什麼不能 被改变
就像没有什麼 值得被改变
一整夜 眨眼一瞬间
谁来烧热 我眼睛的黑色
谁能逃得出 我的催眠
我会让你 心甘情愿 把一切都给我
只要 看著我的双眼
谁来烧热 我眼睛的黑色
谁能止得住 我得乾渴
我会让你 跌入 深不见底的快乐
无法 忘记我的双眼
只有身体在狂欢 心就没负担
耳朵被音乐塞满 抛向云端
没有什麼不能 被改变
就像没有什麼 值得被改变
一整夜 眨眼一瞬间
谁来烧热 我眼睛的黑色
谁能逃得出 我的催眠
我会让你 心甘情愿 把一切都给我
只要 看著我的双眼
谁来烧热 我眼睛的黑色
谁能止得住 我得乾渴
我会让你 跌入 深不见底的快乐
无法 忘记我的双眼
无法 忘记我的双眼
				",林宥嘉,李泉,李泉,李泉,70,18
