歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
预感,The 1st Eleven Years 然后呢?,"
				爱你变习惯　不再稀罕
我们该冷静谈一谈
你说你喜欢　一点点浪漫
却把跟随我的脚步　放慢

＊没有你分享分担　我的快乐悲伤
　心情天天天天纷乱
　我一再试探　你一再隐瞒
　是谁改变爱情原来的模样

＃有一种预感　爱就要离岸
　所有回忆却慢慢碎成片段
　不能尽欢　爱总是苦短
　我只想要你最后的答案

＠有一种预感　想挽回太难
　对你还有无可救药的期盼
　我坐立难安　望眼欲穿
　我会永远守在灯火阑珊的地方＠

REPEAT＊＃＠＃＠

我坐立难安　望眼欲穿
我会永远守在灯火阑珊的地方
				",陈奕迅,李瑞/白进法,吴旭文,陈飞午,658,99
谢谢侬,The 1st Eleven Years 然后呢?,"
				躺在病床上动也不想动
看着萤幕上的脸孔
有个陌生人出现不够一分钟
他拿着一件斗篷 扮演着一条龙
他带着一脸笑容 演活平凡的梦
到底他的名字他的生活普通不普通 没人懂

感谢陌生人陪我偏头痛
漂洋过海带来笑容
寂寞天地中成为我的大英雄
他能够让我感动 谁管他红不红
他知道自己有用 谁管他穷不穷
到底他的过去他的未来成功不成功 没人懂

管他头痛不头痛 有人这样努力 我只觉得光荣
我的头痛不再痛 能够生存就有恃无恐
苦痛说了没人懂 爱人没有用 我一样很有用
我想什么没人懂 没有人歌颂 总有人被感动
不具名的演员不管有没有观众 谢谢侬(上海话)

好莱坞是演员们的美梦
亮着太遥远的彩虹
可能来自小胡同的他看不懂
他能够让我感动 谁管他红不红
他知道自己有用 谁管他穷不穷
到底他的过去他的未来成功不成功 没人懂
				",陈奕迅,林夕,林一峰,Jim Lee,9706,915
兄妹,The 1st Eleven Years 然后呢?,"
				对我好对我好好到无路可退
可是我也很想有个人陪
再不愿把你得罪 一时那么迂回
一时进一时退保持安全范围
这个阴谋让我好惭愧
享受被爱滋味
却不让你想入非非

就让我们虚伪 有感情别浪费
不能相爱的一对 亲爱像两兄妹
爱让我们虚伪 我得到于事无补的安慰
你也得到模仿爱上一个人的机会
残忍也不失慈悲 这样的关系你说多完美

人看你 看着我 看得那么暧昧
被爱爱人原来一样可悲
为什么竟然防备 别人给我献媚
不能推不能要要了怕你误会
让我想起曾经爱过谁
我所要的他不给
好像小偷一样卑微

就让我们虚伪 有感情别浪费
不能相爱的一对 亲爱两像兄妹
爱让我们虚伪 我得到于事无补的安慰
你也得到模仿爱上一个人的机会
残忍也不失慈悲 这样的关系你说多完美
				",陈奕迅,林夕,徐伟贤,刘志远,6039,525
全世界失眠,The 1st Eleven Years 然后呢?,"
				想起我不完美　你会不会　逃离我生命的范围
想着你的滋味　我会不会　把这个枕头　变得甜美

想起白天的约会　忘了晚上的咖啡
只怕感情如潮水　远离我梦中的堡垒

一个人失眠　全世界失眠　无辜的街灯　守候明天
幸福的失眠　只是因为害怕闭上眼
如何想你想到六点　如何爱你爱到终点

想起我的时候　你会不会　好像我一样不能睡
想像你的暧昧　我会不会　数不到绵羊　一双一对

想起白天的约会　忘了晚上的咖啡
只怕感情如潮水　远离我梦中的堡垒

一个人失眠　全世界失眠　无辜的街灯　守候明天
幸福的失眠　只是因为害怕闭上眼　如何想你想到六点

一个人失眠　全世界失眠
幸福的失眠　只是因为害怕闭上眼　如何想你想到六点
如何爱你爱到终点　如何爱你爱到终点
				",陈奕迅,林夕,陈伟,陈伟,20102,1599
不如这样,The 1st Eleven Years 然后呢?,"
				天快亮了　你的心呢　他曾经属于我的
我该走了　你的手呢　有没有一点点舍不得

每一件不得不放手的玩具　总算带来过快乐
每一段不得不完结的关系　只是一种选择

如果美好记忆　还算难忘　为什么　还会记得悲伤

不如这样　我们一直拥抱到天亮
如果关怀是种补偿　还有什么不能原谅
倒不如这样　我们回到拥抱的现场
证明感情总是善良　残忍的是　人会成长

来的来了　走的走了　我们还要求什么
你是我的　我是你的　只是一首太温柔的歌

如果美好记忆　还算难忘　为什么　还会记得悲伤

不如这样　我们一直拥抱到天亮
如果关怀是种补偿　还有什么不能原谅
倒不如这样　我们回到拥抱的现场
证明感情总是善良　残忍的是　人会成长

不如这样　我们一直拥抱到天亮
如果关怀是种补偿　还有什么不能原谅
倒不如这样　我们回到拥抱的现场
证明感情总是善良　残忍的是　人会成长
				",陈奕迅,林夕,陈伟,陈伟,4577,427
要你的,The 1st Eleven Years 然后呢?,"
				词：林夕
曲：林一峰 李腾机
编：刘志远

嘿 我不需要不需要属于我的一切
这世界只懂宠坏你
都得不到得不到我真正想要的那些 YEAH

爱你的朋友 宠你的父母
还有你那些二人浪漫的夜

要 就要你的
消灭我拥有的一切 一件不赦
我想要 就要你的
为了不让你那么特别
就让我跟你
没有分别 YEAH 不能识别

嘿 我从来没拥有过我心爱的一切
因为是你的我才要
要你的眼你的脸要你的家庭和事业 YEAH

你送我球鞋 就没有球鞋
你有的我都要有那才轰烈
你给我钻戒 就不爱钻戒
我只要你真心最爱的一切

我要 就要你的
消灭我拥有的一切 一件不赦
我想要 就要你的
为了不让你那么特别
就让我跟你
没有分别 YEAH 不能识别

（我要你的一切 我要你的一切 我要你的一切）

要 就要你的
这是个嫉妒的世界 不用胆怯
所以要 就要你的
要你捱更抵夜的心血
要我们两个
没有分别 YEAH 不能识别 YEAH YEAH
没有分别 YEAH 不能识别 YEAH YEAH

（我要你的一切 我爱你的一切 不爱我的一切）
				",陈奕迅,林夕,林一峰/李腾机,刘志远,97,24
不睡MV,The 1st Eleven Years 然后呢?,"
				我感谢这杯药水
享受照顾你整夜的滋味
若有天我也憔悴
错过你温好的汤有多浪费

深怕想不起在你身边沉醉 有多美
就准备用尽剩下的几十岁
写下你的完美

我不睡 我还没看你泪水
流过我微笑的嘴
多年后 让我舍不得沉睡
看着你怎么会想睡

曾一路盲目的追
一回头从没失去的是谁
不想做世界之最
只想当你伤悲还有我陪

直到能体会那安稳的棉被 多可贵
才发现用尽剩下的几十岁
背着你就不会累

我不睡 我还没为你憔悴
没给你十全十美
多年后 让我恨不得心碎
只因为有你的安慰 你的安慰

我不睡 我还没看你泪水
流过我微笑的嘴
多年后 让我舍不得沉睡
陪着你怎么会想睡 怎么会想睡
				",陈奕迅,马嵩惟,Adrian Fu,刘志远,529,63
红玫瑰MV,The 1st Eleven Years 然后呢?,"
				梦里梦到醒不来的梦 红线里被软禁的红
所有刺激剩下疲乏的痛 再无动于衷
从背后抱你的时候 期待的却是他的面容
说来实在嘲讽 我不太懂 偏渴望 你懂

是否幸福轻得太沉重 过度使用 不痒不痛
烂熟透红 空洞了的瞳孔 终于淘空 终于有始无终
得不到的永远在骚动 被偏爱的都有恃无恐
玫瑰的红 容易受伤的梦 握在手中却流失于指缝 又落空

红是痣砂只烙印心口 红是蚊子血般平庸
时间美化那仅有的悸动 也磨平激动
从背后抱你的时候 期待的却是他的面容
说来实在嘲讽 我不太懂 偏渴望 你懂

是否幸福轻得太沉重 过度使用 不痒不痛
烂熟透红 空洞了的瞳孔 终于淘空 终于有始无终
得不到的永远在骚动 被偏爱的都有恃无恐
玫瑰的红 容易受伤的梦 握在手中却流失于指缝 又落空

是否说爱都太过沉重 过度使用 不痒不痛
烧得火红 蛇行缠绕心中 终于冷冻 终于有始无终
得不到的永远在骚动 被偏爱的都有恃无恐
玫瑰的红 容易受伤的梦 握在手中却流失于指缝

得不到的永远在骚动 被偏爱的都有恃无恐
玫瑰的红 伤口绽放的梦 握在手中却流失于指缝 再落空
				",陈奕迅,李焯雄,梁翘柏,梁翘柏,54492,8069
拔河,The 1st Eleven Years 然后呢?,"
				陈：你说她又失踪 一整夜电话拨不通
不敢睡怕噩梦 醒着又怕想到心痛
血滴在心中 多苦我能懂
绝不让一步 把自己逼疯
你很想知道 谁盗走 她的梦

梁:我们都会失控 有人抢 越是不放松
如果忘了初衷 最后争到手也没用
感觉自己像 面对个黑洞
多努力激动 回应都是空
除非自己想通 挣脱这场捉弄

陈: 你为谁拔河 梁: 女人之间计较特别苛
陈: 爱恨在拉扯 梁: 男人的错很快不记得
陈: 感情怎么分割
合: 怎么曲折 都等她选择 你争的究竟是爱 还是种资格

梁: 你别再拔河 陈: 真心不是谁比谁坎坷
梁: 能舍才能得 陈: 泪水不能解幸福的渴
梁: 爱其实说穿了
合: 不该你的 不怪谁招惹 只拖着 她的躯壳爱着 那又如何

陈: 我们都会失控 有人抢 越是不放松
如果忘了初衷 最后争到手也没用

梁: 感觉自己像 面对个黑洞多努力激动
回应都是空除非自己想通 挣脱这场捉弄

陈: 你为谁拔河 梁: 女人之间计较特别苛
陈: 爱恨在拉扯 梁: 男人的错很快不记得
陈: 感情怎么分割
合: 怎么曲折 都等她选择 你争的究竟是爱 还是种资格

梁: 你别再拔河 陈: 真心不是谁比谁坎坷
梁: 能舍才能得 陈: 泪水不能解幸福的渴
梁: 爱其实说穿了
合: 不该你的 不怪谁招惹 只拖着 她的躯壳爱着 那又如何

陈: 你别再拔河 梁: 真心不是谁比谁坎坷
陈: 能舍才能得 梁: 泪水不能解幸福的渴
陈: 爱其实说穿了
合: 不该你的 不怪谁招惹 只拖着 她的躯壳爱着 那又如何
				",陈奕迅,陈静楠,林东松,王继康,509,71
不然你要我怎么样MV,The 1st Eleven Years 然后呢?,"
				你要我做 我什么都可以
你叫我左 我哪敢往右 Oh
你要我改 我完全都听你 这样好过

＊我要你做 你什么都不想
我叫你左 你偏偏往右 Oh No
我要你改 你什么都不爽
这样怎么过 Oh＊

现在我发现 我们就是这样 哎啊
你到底要什么 我现在不管
不然你要我怎么样 不然你要我怎么样
不然你要我怎么样 不然你要我怎么样

REPEAT＊

＃现在我发现 我们就是这样 哎啊
你到底要什么 我现在不管
不然你要我怎么

现在我发现 我们就是这样 哎啊
你到底要什么 我现在不管
不然你要我怎么样 不然你要我怎么样
不然你要我怎么样 不然你要我怎么样＃

我们以前有多好 爱你爱我爱到老
但是 现在关系变得好可笑 Oh No
不是我神经太大条 不是你爱发牢骚
怎么结果会变成这样 Oh

REPEAT＃

不然你要我 不然你要我
要我怎么样 不然你要我怎么样
你要的是怎样 是怎样
				",陈奕迅,Alex Ni / 卓伸颖,Alex Ni,刘志远 / Alex Ni,634,124
世界,The 1st Eleven Years 然后呢?,"
				沉默是一种回音来自你　很深的心底
重复着　我要离去　我要离去　可是我不想伤害你

微笑是一种逃避来自我　很深的爱情
假装着　没有问题　没有问题　我们一定能撑过去

＊原来爱情的世界很大　大的可以装下一百种委屈
　原来爱情的世界很小　小到三个人就挤到窒息

＃原来爱情的世界很大　塞了多少幸福还是有空虚
　原来爱情的世界很小　每一脚踩过就变成废墟

REPEAT＊＃

沉默是一种回音来自你　微笑是一种逃避来自我
				",陈奕迅,姚若龙,陈小霞,洪晟文,993,127
人造卫星,The 1st Eleven Years 然后呢?,"
				你会看到　一颗颗绿豆 
紧紧包围　蓝色的河流 
甚至看到　流动公路上谁在漫游 

你会看到　闪亮的黄豆 
那是一栋　摩天大楼 
甚至看到　某个地下铁的出口 

我们像蚂蚁东奔西走 
我们在谁的家　暂时逗留 
两万公里蓦然回首 
拍下天长地久 

人造卫星围绕　这地球 
我们却围绕着快乐哀愁 
躲不过卫星的镜头 

你会看到　燃烧的红豆 
落在这个蓝色的气球 
一朵玫瑰　点缀着兵工厂的伤口 

看得到森林化为乌有 
拍不到你我变成了朋友 
看到那个摩天大楼 
拍不到我们在哪里分手 
拍不到眼泪的丝绸 
我们只是　一颗蚕豆
				",陈奕迅,林夕,Hugesen/D/Christensen/B,刘志远,188,55
酝酿MV,The 1st Eleven Years 然后呢?,"
				浓浓的情衷　空气中发酵着　你应该早察觉是什么
满满的爱恋　已不容我辩驳　你是我最甜蜜的负荷

爱情酒　在今夜轻转漩涡　一圈一圈　已带着我沉没
在你的脸　有一朵火焰燃红　映入我眼中　是瑰丽的魅惑

你和我慢慢酝酿的爱　一次次令我昏眩难挡
看世界缓缓的转　多希望共有的夜晚别匆匆

你和我慢慢酝酿的爱　每一秒渗出醉人芳香
但愿点点滴滴　在某天能酿成最美的醇酒
				",陈奕迅,黄桂兰,凌伟文,钱幽兰,125,31
我们电影《后来的我们》主题曲 / Us,我们,"
				词：葛大为 David Ke
曲：陈建骐 George Chen
编曲：陈建骐 George Chen
监制/制作人：陈建骐 George Chen
吉他：董运昌 Dong Yun-Chang
弦乐编写：刘涵 Liu Hang
小一：卢思蒨 Lu Szu Chien
小二：曲静家 Chu ching chia
中提：牟启东 Wayne Mau
大提：刘涵（隐分子乐团）Liu Hang
录音室：Avon Studio ，皮老板录音室 Master P’s Studio
录音师：tsamchan , 林铂坚Johnny Lin
混音师：Simon Li@nOiz
制作企划统筹：葛大为David Ke
OP: 好感度音乐有限公司Good Sense Music Service Co., Ltd // 银翼文创有限公司
SP: 环球音乐出版股份有限公司Universal Music Publishing Ltd

该说的 别说了 你懂得 就够了
真的有 某一种悲哀
连泪也不能流 只能 目送

我最大的遗憾 是你的遗憾 与我有关
没有句点 已经很完美了
何必误会 故事 没说完

还能做什么呢 我连伤感 都是 奢侈的
我一想念 你就那么近
但终究 你都不能 陪我到 回不去的 远方

原来我很快乐 只是不愿承认
在我怀疑 世界时 你给过我 答案

我最大的遗憾 是你的遗憾 与我有关
没有句点 已经很完美了
何必误会 故事 没说完

还能做什么呢 我连伤感 都是 奢侈的
我一想念 你就那么近
但终究 你都不能 陪我到 回不去的 远方

原来我很快乐 只是不愿承认
在我怀疑 世界时 你给过我 答案

我感觉到幸福 是看见你幸福
曾经亲手把时间变慢
可惜我们 没有等 我们
				",陈奕迅,葛大为,陈建骐,陈建骐,91404,7613
无条件 (Live)MVUnconditional (Live),无条件唱陈奕迅,"
				你 何以始终不说话 
尽管讲出不快吧 
事与冀盼有落差 
请不必惊怕 

我 仍然会冷静聆听 
仍然紧守于身边 
与你进退也共鸣 

时日会蔓延再蔓延 
某些不可改变的改变 
与一些不要发现的发现 
就这么放大了缺点 

来让我问谁可决定 
那些东西叫作完美至善 
我只懂得 爱你在每天 

当潮流爱新鲜 
当旁人爱标签
幸得伴着你我 
是窝心的自然 

当闲言再尖酸 
给他妒忌多点 
因世上的至爱 
是不计较条件 
谁又可清楚看见 

美 难免总有些缺憾 
若果不甘心去问 
问到最尾叫内心 
也长出裂痕 

笑 何妨与你又重温 
仍然我说我庆幸 
你永远胜过别人 

期待美没完爱没完 
放开不必打算的打算 
作一些可以约定的约定 
就抱紧以后每一天 

其实你定然都发现 
我有很多未达完美事情 
我只懂得 再努力每天 

当潮流爱新鲜 
当旁人爱标签 
幸得伴着你我 
是窝心的自然 

当闲言再尖酸 
给他妒忌多点 
因世上的至爱 
是不计较条件 
谁又可清楚看见
				",陈奕迅,袁两半,Eric Kwok,,25527,1304
喜欢一个人 (Live)To Like Someone (Live),无条件唱陈奕迅,"
				歌名：	喜歡一個人
歌手：	陳奕迅
作曲：	Eric Kwok
填詞：	袁兩半
編曲：	林知秋
監製：	Eric Kwok


你愛浪漫的秋意 
我愛夏日長 
你愛為未知打算 
我計劃現況 
結伴可以 
是各自各欣賞 
相處不拘 
讓各自各一樣忙 

你愛造夢儘管試 
我會合力設想 
終於實現的一刻 
我會在現場 
千種快樂 
從分享裡面擴張 
失意不相干 

如覺得 喜歡一個人 
好比一首歌只有你可一起唱 
當中的高低音韻跌蕩亦尋常 
從心去領會一小節一小節發展 才理想 
喜歡一個人 
不管多珍惜當初一起的景況 
都交給雙方天空海闊的方向 
如感覺未忘 
今天這歌聲結束 
一天也始終碰上 

快快樂樂走一趟 
剎那是夕陽 
變化若是不可免 
那怕又遇上 
再會一刻 
合拍又再擊掌 
走過孤單 
沒變是最初立場 

吃喝玩樂風花雪 
說說月夜理想 
風風雨雨一把遮 
冷暖又漸涼 
分享快樂 
如鮮花繼續透香 
失意都好樣 

仍覺得 喜歡一個人 
好比一首歌只有你可一起唱 
當中的高低音韻跌蕩亦尋常 
從心去領會一小節一小節發展 才理想 
喜歡一個人 
不管多珍惜當初一起的景況 
都交給雙方天空海闊的方向 
如感覺未忘 
今天這歌聲結束 
一天也始終碰上
				",陈奕迅,袁两半,Eric Kwok,,113,72
心烧 (Live)Heart on Fire (Live),无条件唱陈奕迅,"
				歌名：	心燒
歌手：	陳奕迅
作曲：	Eric Kwok
填詞：	袁兩半
編曲：	張子堅
監製：	Eric Kwok


寒流來臨的一天我卻早起 
從微明時刻開始細看晨曦 
這透白的美 怎麼說起 
一點點飄雪已漸次翻飛 

誰能夠了解天意看透玄機 
誰曾說世間將會走進溫室世紀 
可惜對不起 
當心已死 
追憶的北風暗地會吹起 

點起心裡火 去燒 
要燒燬腦內有過你日記 
卻是 這火透著那份暖 
真好比再共你一起 
留下灰燼也是美 

嚴寒裡結冰的河如同平地 
然而我竟失足跌穿冰封的痛悲 
請許我淹死 
不必救起 
冰點中瑟縮過活誰又理 

點起心裡火 去燒 
要燒燬眼內看過你極美 
卻是 這火透著那份暖 
真好比再共你一起 
延續我這口氣 

點起心裡火 去燒 
要燒燬每段過去我共你 
卻是 這火再沒法熱暖 
這段愛 終於被忘記 
留下只得呼吸的 冷氣
				",陈奕迅,袁两半,Eric Kwok,,854,116
起点·终站 (Live)MVOrigin. Destination (Live),无条件唱陈奕迅,"
				歌名：	起點‧終站
歌手：	陳奕迅
作曲：	謝霆鋒
填詞：	袁兩半
編曲：	王雙駿
監製：	王雙駿


再遇上這一個車站 
就像終於走到了極限 
這是我的出發空間 
誰料還是終站 

別問我 別問我 
去又再還 
所欠所賺 路太彎 
別問我 別問我 多不慣 

如果歸去跟你躲進房間 
從此關閉雙眼的界限 
誰可知我爭氣熱情未減 
怎麼辦 怎麼能返 

你是我心底的終站 
但是怎可只給你浪漫 
再遇上高山與急彎 
愛得更加絢爛 

如果歸去跟你躲進房間 
從此關閉雙眼的界限 
誰可知我爭氣熱情未減 
怎麼辦 怎麼辦 

攜手走過漫長漫長路間 
誰管它有幾個幾個站 
重新出發愈難愈能承擔 
牽手行 追蹤奇幻 

衝過山外原來更是山 
走向天地我倆放開局限 
起點終站何妨去又返 
真心 永不減 你請來預覽 

攜手走過漫長漫長路間 
誰管它有幾個幾個站 
重新出發愈難愈能承擔 
牽手行 追蹤奇幻 

衝過山外原來更是山 
走向天地我倆縱使平凡 
起點終站何妨去又返 
真心 永不減 你請來預覽
				",陈奕迅,袁两半,谢霆锋,,435,130
一个灵魂的独白 (Live)Monologue From One Soul (Live),无条件唱陈奕迅,"
				名稱：一個靈魂的獨白
歌手：陳奕迅
作曲：江海迦
填詞：袁兩半
編曲：C.Y.Kong
監製：C.Y.Kong

好比玻璃突然破碎 
靈魂浮游隨風吹 
世界悄悄化作露水 
茫茫然回望過去 
如准許 錯或對可否再追 

大地綠葉白雲清水 
變作廢氣與沙堆 
說過挽救卻似默許 
現在若離開 
終於講一句 
原諒我 其實多此一舉 OH 

雙親囝女好友愛侶 
有過笑語和怨懟 
看似永遠卻似逝水 
回頭時凝望再次 
難張咀 吻別你安心步去 

多少所得盡情爭取 
多少所失曾唏噓 
到了這晚我笑人類 
沒極限名利 
終於將失去 
時日裡 是寄居的堡壘 多乾脆 

過去我對與不對 
再要計較太瑣碎 
我卻要說愛永遠不是負累 
那怕你看我就似安然沉睡 
一分半秒亦無力追隨 WOO… 

聽過眾說各一句 
哲理似永遠相對 
原來多少理論都不可取 
我愛你也愛就會心靈重聚 
何妨相處數十歲 
終須化飛灰 

過去我對與不對 
再要計較太瑣碎 
我卻要說愛永遠不是負累 
那怕你看我就似安然沉睡 
一分半秒亦無力追隨 WOO… 

聽過眾說各一句 
哲理似永遠相對 
原來多少理論都不可取 
我愛你也愛就會心靈重聚 
何妨相處數十歲 
終須化飛灰 
終須化飛灰
				",陈奕迅,袁两半,江海迦,,93,65
六月飞霜MVSnow In June,Stranger Under My Skin,"
				当　未惯静默静得听到心跳竟加倍紧张 未信自在在于天生天养　难以弱胜强　杀入战场  最终　习惯为着猎取一身盔甲竟不怕损伤 为了梦幻日子得到保障　用恶梦结账 乌托邦　贩卖血汗变栋梁　[谁被谁越抬越上] 乌托邦　那猎物也是猎人　踏破了树林 浮在半空寄生货柜箱  谁明白这异象 六月飞霜　个个笑得哀伤 谁又会鉴定谁正常　不知替哪个着想 欲求未满　剩下砒霜　当菜汁分享 犹如吞仙丹上月亮　谁有胆设想这世间下场  当　习惯附和大家讲的真理都得到奖赏 未惯十字路口挑选方向　离队要胆量　拒绝跳墙 一辈子　血汗注入拍卖场　[谁被谁越抬越上] 一辈子　价值像泡沫上扬　誓与天较量 埋下理想栽种幻想  谁明白这异象 六月飞霜　个个笑得哀伤 谁又会鉴定谁正常　不知替哪个着想 欲求未满　剩下砒霜　当菜汁分享 犹如吞仙丹上月亮　谁有胆设想这世间下场  即使你跟我比斗已极平常 嚣张得敢与天格斗　才是榜样 开天辟地之歌　轰轰烈烈　大合唱 如何凭人力捆绑一刹夕阳 如何凭财力去扭转天亮　请拍掌  习惯了这异象　谁又在叫嚷 六月飞霜　世界怪得夸张 谁又去决定谁正常　不知哪个有异想 未曾尽兴　剩下砒霜　当配方分享 谁来斗胆讲仙丹会断肠　谁有胆去相信过激立场 人人一把口一百种真相　谁说得漂亮  最可笑的　喊亦正常 最悲壮的　笑亦正常 哪一个可　发育正常
				",陈奕迅,林夕,Kool G@Public Zoo / 舒文@Zoo Music,Kool G@Public Zoo,6604,804
Stranger Under My SkinMV,Stranger Under My Skin,"
				Love is a mystery to me  She was once here,and now she's someone  that I could not bear  No matter how I tried 'll the day I died  Damages are done and hidden within  Those were the thing that were hidden under my skin   日 晒在眉梢 夜 染在唇角  即使可素脸 可找到替身  继续 渴望年轻 并 渴望前看  往事没言语 在皮下呼吸   要到哪里 会碰不到故人  要在哪片大镜中发现我没有遗憾   从没有抛不开的一种吻 难以过去的叫灵魂  能藏下多少的亲爱 想不到哪段最吸引  在大笑後哭泣 熟悉过然後陌生  但并未陌路 在皮肤碰面 是皱纹   All the burning roses  Filled up with ashes  Crying out loud but no time for condolences  Like a stranger's 'stare', she never cared  Those were the thing that were hidden under my skin   愿 快乐如一 若 美丽残缺  岁月极微细 从皮上渗入  要到哪里 见每一个故人  要在哪片大镜中炫耀我没法再生   从没有抛不开的一种吻 难以过去的叫灵魂  能藏下多少的亲爱 想不到哪段最吸引  在大笑後哭泣 熟悉过然後陌生  但并未陌路 在皮肤碰面 是皱纹   从没有抛不开的一种吻 谁已老去都有灵魂  能藏下多少的相信 可相信以後更吸引  未做到亦一生 或者我才是陌生  但并未陌路 在皮肤碰面 是皱纹   Drifing alone, on my own  Be it a car or a shooting star  Its glare finally came to the end of something  I could not bear  Those were the thing that were hidden under my skin
				",陈奕迅,周耀辉,"古驰@Public Zoo, 罗永业@Public Zoo, 舒文@Zoo Music","舒文@Zoo Music, 罗永业@Public Zoo",1596,669
最后派对MV追悼会 / The End Party,Stranger Under My Skin,"
				教友战友老友女友说个笑话说再见  喊了痛了醉了说了再见让往事如烟  来瞻仰乐观的脸 回忆里蔓延  欢送会 有我的笑面   我最爱美到了最尾燕尾服也是最美  到这葬礼似去派对拍照代替纪念碑  人间偶遇中嬉戏 留低缺陷美  期望你 怀念我 童言无忌   活得精彩结尾切勿流眼泪  来让我诗歌班里悄然沉睡这是自然程序  开心的派对 散後无法聚  我於烛光里 祝福一句句 都心满意足  若一天你活得很累 纪念我过去 为人如此风趣   笑我赞我怪我爱我要答谢世上每个  跳过跌过试过错过更唱活岁月如歌  浮光里活出真我 人不算白过  原谅我 遗下你 提前离座   活得精彩结尾切勿流眼泪  来让我诗歌班里悄然沉睡这是自然程序  开心的派对 散後无法聚  我於烛光里 祝福一句句 都心满意足  若一天你活得很累 纪念我过去 为人如此风趣 风趣   活得精彩结尾切勿流眼泪  来让我诗歌班里悄然沉睡这是自然程序  开心的派对 散後无法聚 放我於心里  新的工作里 一追再去追   未开出最後的花蕊 你别要气馁  何妨留恋一岁 多一岁 一岁
				",陈奕迅,林若宁,"Larry Wong 黄思律@Public Zoo, Schumann 舒文@Zoo Music",Larry Wong 黄思律@Public Zoo,2535,410
苦瓜MVBitter Gourd,Stranger Under My Skin,"
				共你干杯再举箸　突然间相看莞尔　盘中透着那味儿 大概今生有些事　是提早都不可以　明白其妙处  就像你当日痛心她回绝一番美意 怎发现你从情劫亦能学懂开解与宽恕 也像我很纠结的公事　此际回头看　原来并没有事  ＊真想不到当初我们也讨厌吃苦瓜 今天竟吃得出那睿智愈来愈记挂 开始时捱一些苦　栽种绝处的花 幸得艰辛的引路甜蜜不致太寡  青春的快餐只要求快不理哪一家 哪有玩味的空档来欣赏细致淡雅 到大悟大彻将虎咽的升华　等消化学沏茶 至共你觉得苦也不太差  下半生竟再开学　入迷的终于醒觉　移走最后的死角 用痛苦烘托欢乐　让余甘彰显险恶　如艺坛杰作  就像我一直听香夭从未沾湿眼角 仔细地看神坛里木纹什么精巧也不觉 却在某萧瑟晚秋深夜　忽尔明了了　而黄叶便碎落  ＊REPEAT  做人没有苦涩可以吗  真想不到当初我们也讨厌吃苦瓜 当睇清世间所有定理又何用再怕 珍惜淡定的心境　苦过后更加清 万般过去亦无味但有领会留下  今天先记得听过人说这叫半生瓜 那意味着它的美年轻不会洞察吗 到大悟大彻将一切都升华　这一秒坐拥晚霞 我共你觉得苦也不太差
				",陈奕迅,黄伟文,Kenix Cheang@Private Zoo,Kenix Cheang@Private Zoo,30968,3860
沼气MVMethane,Stranger Under My Skin,"
				噢 纯白的口水泡 唇白色好恐怖 疑是中毒
噢 愚笨的一颗脑 胡乱指挥呕吐 徒劳无功

(大众化) 用错力榨干了父慈与母爱
(大众化) 用唾液侮辱这世界的天才
其实我 凡人一位 放过我吧
(让我做我吧 让我做我好吗)

(沼气) 只需要仅仅够一啖气
(沼气) 都可以狠狠留在这地
(沼气) 不需要呼吸也不用死 问你服了未
(沼气) 只想你清楚我不是你
(沼气) 生吞你开心肠胃会腻
(沼气) 睇到你温馨我很自卑 别再鼻贴鼻
宁愿你 临行时反锁 禁锢我吧

Kai 平日不敢踩界 其实思想古怪 承认我坏
乖 灵欲多么轻快 然后多么想嗌 I Feel So High

就当是一种气质和买我怕
大笑大叫大跳我已经升华
其实我 凡人一位 秒杀我吧
(让我做我吧 让我做我好吗)

(沼气) 只需要仅仅够一啖气
(沼气) 都可以狠狠留在这地
(沼气) 不需要呼吸也不用死 问你服了未
(沼气) 只想你清楚我不是你
(沼气) 生吞你开心肠胃会腻
(沼气) 睇到你温馨我很自卑 别再鼻贴鼻
宁愿你 临行时反锁 禁锢我吧
和旁人组队 炸爆我吗

四百万养双大废物
绿色和平 红色和平 无恩无怨
喂 喂 喂 喂 喂

(痛快吗 痛悔吗 亢奋吗 厌恶吗)
知不知我很孤苦 知不知道我很辛苦
(放肆吗 满意吗 发泄吗)
一早知你玩整蛊 这释出沼气的镜湖
不知怎说的孤苦 吸乌烟瘴气很辛苦
(痛快吗 痛悔吗 亢奋吗 厌恶吗)
天天给你玩玩蛊 何故何故无故

(沼气) 只需要仅仅够一啖气
(沼气) 都可以狠狠留在这地
(沼气) 不需要呼吸也不用死 问你服了未
(沼气) 只想你清楚我不是你
(沼气) 生吞你开心肠胃会腻
(沼气) 睇到你温馨我很自卑 问你认错未
				",陈奕迅,陈咏谦,舒文@Zoo Music,舒文@Zoo Music,180,55
My Private Christmas SongMV,Stranger Under My Skin,"
				Well this Christmas, I am falling like snowflakes at your door As my guardian angel singing for someone else Eternity stings, when love has turned into pain Woo 'love' must be something I don't deserve This is my private Christmas Song  All the memories are fading Snow turns to rain As tonight, I am craving for those endless kisses A melody written for someone just as a child has its parents  This song is something you never care for Well This is My Private Christmas song This is My Private Christmas Song
				",陈奕迅,舒文@Zoo Music,舒文@Zoo Music,罗尚正 / 舒文@Zoo Music,945,199
